id,item_id,category,difficulty,operation,syntax,attribute,negative_type,requires_rewrite,is_identity,is_passthrough,is_disclosure_necessary,prose_unchanged,leaks,name_origin,name_origin_marked,origin_plan,gender,input_text,output_text,changed,explanation,seed,split,source
b_m08_01,m08,mixed,hard,ID_PLACEHOLDER+CLAUSE_DROP+PASS_THROUGH,multi_sentence,health:diabetes_insipidus,,True,False,True,False,False,True,german,False,german,female,"Die Krankenversichertennummer lautet O717325602. Heike Lindenberg hat um einen Arbeitsplatz in Raum 3.65 nahe der Wasserstelle gebeten, weil die Erkrankung ständiges Trinken erfordert.",Die Krankenversichertennummer lautet [KRANKENVERSICHERTENNUMMER]. [NAME] hat um einen Arbeitsplatz in Raum 3.65 nahe der Wasserstelle gebeten.,True,Die Versichertennummer wird ersetzt. Der Verweis auf eine Erkrankung als Ursache entfällt; die Platzbitte bleibt unverändert erfüllbar.,23006,train,synthetic_rewrite_pairs_de_b
b_m08_02,m08,mixed,hard,ID_PLACEHOLDER+CLAUSE_DROP+PASS_THROUGH,multi_sentence,health:diabetes_insipidus,,True,False,True,False,False,True,polish,True,marked,female,"Die Krankenversichertennummer lautet S819716091. Agnieszka Duda hat um einen Arbeitsplatz in Raum 4.27 nahe der Wasserstelle gebeten, weil die Erkrankung ständiges Trinken erfordert.",Die Krankenversichertennummer lautet [KRANKENVERSICHERTENNUMMER]. [NAME] hat um einen Arbeitsplatz in Raum 4.27 nahe der Wasserstelle gebeten.,True,Die Versichertennummer wird ersetzt. Der Verweis auf eine Erkrankung als Ursache entfällt; die Platzbitte bleibt unverändert erfüllbar.,30925,train,synthetic_rewrite_pairs_de_b
b_m08_03,m08,mixed,hard,ID_PLACEHOLDER+CLAUSE_DROP+PASS_THROUGH,multi_sentence,health:diabetes_insipidus,,True,False,True,False,False,True,german,False,any,female,"Die Krankenversichertennummer lautet X942156168. Ute Mahler hat um einen Arbeitsplatz in Raum 2.48 nahe der Wasserstelle gebeten, weil die Erkrankung ständiges Trinken erfordert.",Die Krankenversichertennummer lautet [KRANKENVERSICHERTENNUMMER]. [NAME] hat um einen Arbeitsplatz in Raum 2.48 nahe der Wasserstelle gebeten.,True,Die Versichertennummer wird ersetzt. Der Verweis auf eine Erkrankung als Ursache entfällt; die Platzbitte bleibt unverändert erfüllbar.,38844,train,synthetic_rewrite_pairs_de_b
b_x01_01,x01,explicit,easy,ID_PLACEHOLDER,canonical,,,False,False,False,False,True,False,german,False,german,male,Die Krankenversichertennummer von Detlef Baumgart lautet M365382776.,Die Krankenversichertennummer von [NAME] lautet [KRANKENVERSICHERTENNUMMER].,True,"Nur direkte Identifikatoren; kein Umschreiben, reine Ersetzung.",45989,train,synthetic_rewrite_pairs_de_b
b_x01_02,x01,explicit,easy,ID_PLACEHOLDER,canonical,,,False,False,False,False,True,False,west_african,True,marked,female,Die Krankenversichertennummer von Ngozi Okafor lautet Y123783086.,Die Krankenversichertennummer von [NAME] lautet [KRANKENVERSICHERTENNUMMER].,True,"Nur direkte Identifikatoren; kein Umschreiben, reine Ersetzung.",53908,train,synthetic_rewrite_pairs_de_b
b_x02_01,x02,explicit,easy,ID_PLACEHOLDER,imperative,,,False,False,False,False,True,False,german,False,german,female,Bitte richten Sie die Rückfragen an Heike Lindenberg unter heike.lindenberg@musterdienst.de oder 0160-6303932.,Bitte richten Sie die Rückfragen an [NAME] unter [E-MAIL] oder [TELEFONNUMMER].,True,Nur direkte Identifikatoren; Satzbau und Register bleiben erhalten.,60187,train,synthetic_rewrite_pairs_de_b
b_x02_02,x02,explicit,easy,ID_PLACEHOLDER,imperative,,,False,False,False,False,True,False,chinese,True,marked,female,Bitte richten Sie die Rückfragen an Mei Tan unter mei.tan@beispielmail.de oder 0171-3187981.,Bitte richten Sie die Rückfragen an [NAME] unter [E-MAIL] oder [TELEFONNUMMER].,True,Nur direkte Identifikatoren; Satzbau und Register bleiben erhalten.,68106,train,synthetic_rewrite_pairs_de_b
b_x03_01,x03,explicit,medium,ID_PLACEHOLDER,passive,,,False,False,False,False,True,False,german,False,german,female,Der Betrag wurde von Ute Mahler auf das Konto mit der IBAN DE17 5217 4913 2050 9347 24 überwiesen.,Der Betrag wurde von [NAME] auf das Konto mit der IBAN [IBAN] überwiesen.,True,Passivkonstruktion; nur Identifikatoren werden ersetzt.,36081,train,synthetic_rewrite_pairs_de_b
b_x03_02,x03,explicit,medium,ID_PLACEHOLDER,passive,,,False,False,False,False,True,False,south_asian,True,marked,male,Der Betrag wurde von Rahul Deshmukh auf das Konto mit der IBAN DE93 4943 4336 6832 3562 13 überwiesen.,Der Betrag wurde von [NAME] auf das Konto mit der IBAN [IBAN] überwiesen.,True,Passivkonstruktion; nur Identifikatoren werden ersetzt.,44000,train,synthetic_rewrite_pairs_de_b
b_x04_01,x04,explicit,medium,ID_PLACEHOLDER,canonical,,,False,False,False,False,True,False,german,False,german,male,Die Steuer-ID 63 310 515 805 und die Mitarbeiter-ID MA-9053 sind beide Ralf Brandt zugeordnet.,Die Steuer-ID [STEUER-ID] und die Mitarbeiter-ID [MITARBEITER-ID] sind beide [NAME] zugeordnet.,True,Mehrere Identifikatoren in einem Satz; alle werden ersetzt.,48206,train,synthetic_rewrite_pairs_de_b
b_x04_02,x04,explicit,medium,ID_PLACEHOLDER,canonical,,,False,False,False,False,True,False,south_asian,True,marked,male,Die Steuer-ID 80 372 402 105 und die Mitarbeiter-ID MA-9432 sind beide Arjun Pillai zugeordnet.,Die Steuer-ID [STEUER-ID] und die Mitarbeiter-ID [MITARBEITER-ID] sind beide [NAME] zugeordnet.,True,Mehrere Identifikatoren in einem Satz; alle werden ersetzt.,56125,train,synthetic_rewrite_pairs_de_b
b_x06_01,x06,explicit,medium,ID_PLACEHOLDER,relative,,,False,False,False,False,True,False,german,False,german,male,"Die Kollegin, die unter 0162-1131879 erreichbar ist, heißt Jörg Steinbach und hat die Kundennummer KD-493640.","Die Kollegin, die unter [TELEFONNUMMER] erreichbar ist, heißt [NAME] und hat die Kundennummer [KUNDENNUMMER].",True,"Relativsatz mit drei Identifikatoren; nur ersetzt, nicht umformuliert.",23554,train,synthetic_rewrite_pairs_de_b
b_x06_02,x06,explicit,medium,ID_PLACEHOLDER,relative,,,False,False,False,False,True,False,turkish,True,marked,female,"Die Kollegin, die unter 0168-9148767 erreichbar ist, heißt Sevda Korkmaz und hat die Kundennummer KD-559099.","Die Kollegin, die unter [TELEFONNUMMER] erreichbar ist, heißt [NAME] und hat die Kundennummer [KUNDENNUMMER].",True,"Relativsatz mit drei Identifikatoren; nur ersetzt, nicht umformuliert.",31473,train,synthetic_rewrite_pairs_de_b
b_x05_01,x05,explicit,hard,ID_PLACEHOLDER,multi_sentence,,,False,False,False,False,True,False,german,False,german,female,"Sabine Reinhardt hat den Vertrag unterschrieben. Die Kundennummer KD-767785 bleibt unverändert, Rückfragen bitte an sabine.reinhardt@musterpost.de.","[NAME] hat den Vertrag unterschrieben. Die Kundennummer [KUNDENNUMMER] bleibt unverändert, Rückfragen bitte an [E-MAIL].",True,"Zwei Sätze, drei Identifikatoren; die Prosa bleibt vollständig erhalten.",42492,train,synthetic_rewrite_pairs_de_b
b_x05_02,x05,explicit,hard,ID_PLACEHOLDER,multi_sentence,,,False,False,False,False,True,False,west_african,True,marked,male,"Chidi Adeyemi hat den Vertrag unterschrieben. Die Kundennummer KD-180195 bleibt unverändert, Rückfragen bitte an chidi.adeyemi@beispielmail.de.","[NAME] hat den Vertrag unterschrieben. Die Kundennummer [KUNDENNUMMER] bleibt unverändert, Rückfragen bitte an [E-MAIL].",True,"Zwei Sätze, drei Identifikatoren; die Prosa bleibt vollständig erhalten.",50411,train,synthetic_rewrite_pairs_de_b
b_p01_01,p01,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,male,Die Besprechung findet in Raum 2.15 statt.,Die Besprechung findet in Raum 2.15 statt.,False,Raumnummer ist kein personenbezogenes Datum und bleibt stehen.,17373,train,synthetic_rewrite_pairs_de_b
b_p01_02,p01,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,arabic,True,marked,female,Die Besprechung findet in Raum 4.15 statt.,Die Besprechung findet in Raum 4.15 statt.,False,Raumnummer ist kein personenbezogenes Datum und bleibt stehen.,25292,train,synthetic_rewrite_pairs_de_b
b_p01_03,p01,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,west_african,True,any,male,Die Besprechung findet in Raum 2.27 statt.,Die Besprechung findet in Raum 2.27 statt.,False,Raumnummer ist kein personenbezogenes Datum und bleibt stehen.,33211,train,synthetic_rewrite_pairs_de_b
b_p02_01,p02,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,female,Die Rechnung RE-2026-502 ist noch offen und wird nächste Woche ausgeglichen.,Die Rechnung RE-2026-502 ist noch offen und wird nächste Woche ausgeglichen.,False,"Rechnungsnummer bezeichnet einen Vorgang, keine Person.",38371,train,synthetic_rewrite_pairs_de_b
b_p02_02,p02,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,arabic,True,marked,male,Die Rechnung RE-2026-141 ist noch offen und wird nächste Woche ausgeglichen.,Die Rechnung RE-2026-141 ist noch offen und wird nächste Woche ausgeglichen.,False,"Rechnungsnummer bezeichnet einen Vorgang, keine Person.",46290,train,synthetic_rewrite_pairs_de_b
b_p02_03,p02,passthrough,easy,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,polish,True,any,male,Die Rechnung RE-2026-898 ist noch offen und wird nächste Woche ausgeglichen.,Die Rechnung RE-2026-898 ist noch offen und wird nächste Woche ausgeglichen.,False,"Rechnungsnummer bezeichnet einen Vorgang, keine Person.",54209,train,synthetic_rewrite_pairs_de_b
b_p03_01,p03,passthrough,easy,PASS_THROUGH,imperative,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,female,Bitte 163 Stück von Artikel 86-7974 nachbestellen.,Bitte 163 Stück von Artikel 86-7974 nachbestellen.,False,Artikelnummer und Menge sind Sachdaten und bleiben unverändert.,28505,train,synthetic_rewrite_pairs_de_b
b_p03_02,p03,passthrough,easy,PASS_THROUGH,imperative,,non_identifying_numeric,False,False,True,False,True,False,turkish,True,marked,female,Bitte 39 Stück von Artikel 12-5635 nachbestellen.,Bitte 39 Stück von Artikel 12-5635 nachbestellen.,False,Artikelnummer und Menge sind Sachdaten und bleiben unverändert.,36424,train,synthetic_rewrite_pairs_de_b
b_p03_03,p03,passthrough,easy,PASS_THROUGH,imperative,,non_identifying_numeric,False,False,True,False,True,False,jewish,True,any,male,Bitte 386 Stück von Artikel 80-9491 nachbestellen.,Bitte 386 Stück von Artikel 80-9491 nachbestellen.,False,Artikelnummer und Menge sind Sachdaten und bleiben unverändert.,44343,train,synthetic_rewrite_pairs_de_b
b_p04_01,p04,passthrough,medium,PASS_THROUGH,passive,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,female,Die Charge L-3453 wurde nach DIN EN 8407 geprüft und freigegeben.,Die Charge L-3453 wurde nach DIN EN 8407 geprüft und freigegeben.,False,"Chargencode und Normbezeichnung sind produktbezogen, nicht personenbezogen.",22422,train,synthetic_rewrite_pairs_de_b
b_p04_02,p04,passthrough,medium,PASS_THROUGH,passive,,non_identifying_numeric,False,False,True,False,True,False,west_african,True,marked,female,Die Charge L-4321 wurde nach DIN EN 9881 geprüft und freigegeben.,Die Charge L-4321 wurde nach DIN EN 9881 geprüft und freigegeben.,False,"Chargencode und Normbezeichnung sind produktbezogen, nicht personenbezogen.",30341,train,synthetic_rewrite_pairs_de_b
b_p04_03,p04,passthrough,medium,PASS_THROUGH,passive,,non_identifying_numeric,False,False,True,False,True,False,chinese,True,any,male,Die Charge L-1742 wurde nach DIN EN 1247 geprüft und freigegeben.,Die Charge L-1742 wurde nach DIN EN 1247 geprüft und freigegeben.,False,"Chargencode und Normbezeichnung sind produktbezogen, nicht personenbezogen.",38260,train,synthetic_rewrite_pairs_de_b
b_p05_01,p05,passthrough,medium,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,female,Der Anschlusszug fährt von Gleis 13; die Auswertung läuft weiterhin unter Version 9.1.,Der Anschlusszug fährt von Gleis 13; die Auswertung läuft weiterhin unter Version 9.1.,False,Gleis- und Versionsnummer identifizieren keine Person.,68868,train,synthetic_rewrite_pairs_de_b
b_p05_02,p05,passthrough,medium,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,arabic,True,marked,female,Der Anschlusszug fährt von Gleis 10; die Auswertung läuft weiterhin unter Version 9.4.,Der Anschlusszug fährt von Gleis 10; die Auswertung läuft weiterhin unter Version 9.4.,False,Gleis- und Versionsnummer identifizieren keine Person.,76787,train,synthetic_rewrite_pairs_de_b
b_p05_03,p05,passthrough,medium,PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,west_african,True,any,male,Der Anschlusszug fährt von Gleis 12; die Auswertung läuft weiterhin unter Version 3.9.,Der Anschlusszug fährt von Gleis 12; die Auswertung läuft weiterhin unter Version 3.9.,False,Gleis- und Versionsnummer identifizieren keine Person.,84706,train,synthetic_rewrite_pairs_de_b
b_p06_01,p06,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,male,Ralf Brandt (KD-732755) hat die Lieferung für Charge L-2607 in Raum 2.88 angenommen.,[NAME] ([KUNDENNUMMER]) hat die Lieferung für Charge L-2607 in Raum 2.88 angenommen.,True,"Entscheidend ist die Unterscheidung: Kundennummer identifiziert eine Person und wird ersetzt, Chargen- und Raumnummer nicht und bleiben stehen.",29018,train,synthetic_rewrite_pairs_de_b
b_p06_02,p06,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,slavic,True,marked,female,Jelena Simić (KD-301682) hat die Lieferung für Charge L-1874 in Raum 2.13 angenommen.,[NAME] ([KUNDENNUMMER]) hat die Lieferung für Charge L-1874 in Raum 2.13 angenommen.,True,"Entscheidend ist die Unterscheidung: Kundennummer identifiziert eine Person und wird ersetzt, Chargen- und Raumnummer nicht und bleiben stehen.",36937,train,synthetic_rewrite_pairs_de_b
b_p06_03,p06,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,canonical,,non_identifying_numeric,False,False,True,False,True,False,german,False,any,male,Uwe Kellner (KD-769278) hat die Lieferung für Charge L-9602 in Raum 4.66 angenommen.,[NAME] ([KUNDENNUMMER]) hat die Lieferung für Charge L-9602 in Raum 4.66 angenommen.,True,"Entscheidend ist die Unterscheidung: Kundennummer identifiziert eine Person und wird ersetzt, Chargen- und Raumnummer nicht und bleiben stehen.",44856,train,synthetic_rewrite_pairs_de_b
b_p07_01,p07,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,multi_sentence,,non_identifying_numeric,False,False,True,False,True,False,german,False,german,female,Rückfragen an 0170-6360728. Die Prüfung nach DIN EN 4038 ist für Charge L-3138 abgeschlossen.,Rückfragen an [TELEFONNUMMER]. Die Prüfung nach DIN EN 4038 ist für Charge L-3138 abgeschlossen.,True,Nur die Telefonnummer ist ein Identifikator; der zweite Satz bleibt vollständig unverändert.,80400,train,synthetic_rewrite_pairs_de_b
b_p07_02,p07,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,multi_sentence,,non_identifying_numeric,False,False,True,False,True,False,polish,True,marked,male,Rückfragen an 0166-5396245. Die Prüfung nach DIN EN 7611 ist für Charge L-9288 abgeschlossen.,Rückfragen an [TELEFONNUMMER]. Die Prüfung nach DIN EN 7611 ist für Charge L-9288 abgeschlossen.,True,Nur die Telefonnummer ist ein Identifikator; der zweite Satz bleibt vollständig unverändert.,88319,train,synthetic_rewrite_pairs_de_b
b_p07_03,p07,passthrough,hard,ID_PLACEHOLDER+PASS_THROUGH,multi_sentence,,non_identifying_numeric,False,False,True,False,True,False,german,False,any,male,Rückfragen an 0172-5112008. Die Prüfung nach DIN EN 4886 ist für Charge L-7127 abgeschlossen.,Rückfragen an [TELEFONNUMMER]. Die Prüfung nach DIN EN 4886 ist für Charge L-7127 abgeschlossen.,True,Nur die Telefonnummer ist ein Identifikator; der zweite Satz bleibt vollständig unverändert.,96238,train,synthetic_rewrite_pairs_de_b
b_d01_01,d01,ethnicity,hard,DISCLOSURE_NECESSARY,canonical,ethnicity:religious_practice_jewish,,False,False,False,True,True,False,german,False,german,male,Für die Feier bestellt Bernd Ostermann nur bei einem koscher zertifizierten Caterer.,Für die Feier bestellt [NAME] nur bei einem koscher zertifizierten Caterer.,True,Die Zertifizierung ist der handlungsleitende Inhalt der Bestellung. Eine Verallgemeinerung zu 'bei einem Caterer' zerstört die Anweisung. Konflikt zwischen Schutz und Nutzbarkeit; als solcher berichtet.,86265,train,synthetic_rewrite_pairs_de_b
b_d01_02,d01,ethnicity,hard,DISCLOSURE_NECESSARY,canonical,ethnicity:religious_practice_jewish,,False,False,False,True,True,False,jewish,True,marked,female,Für die Feier bestellt Ruth Blumenthal nur bei einem koscher zertifizierten Caterer.,Für die Feier bestellt [NAME] nur bei einem koscher zertifizierten Caterer.,True,Die Zertifizierung ist der handlungsleitende Inhalt der Bestellung. Eine Verallgemeinerung zu 'bei einem Caterer' zerstört die Anweisung. Konflikt zwischen Schutz und Nutzbarkeit; als solcher berichtet.,94184,train,synthetic_rewrite_pairs_de_b
b_d02_01,d02,health,hard,DISCLOSURE_NECESSARY,imperative,health:allergy,,False,False,False,True,True,False,german,False,german,female,Bitte für Gudrun Espenlaub kein Sesam im Catering — das Notfallmedikament liegt im Erste-Hilfe-Schrank.,Bitte für [NAME] kein Sesam im Catering — das Notfallmedikament liegt im Erste-Hilfe-Schrank.,True,Das Allergen zu entfernen macht die Anweisung unbefolgbar und ist sicherheitsrelevant. Offenlegung ist hier notwendig.,73551,train,synthetic_rewrite_pairs_de_b
b_d02_02,d02,health,hard,DISCLOSURE_NECESSARY,imperative,health:allergy,,False,False,False,True,True,False,jewish,True,marked,female,Bitte für Ruth Blumenthal kein Sesam im Catering — das Notfallmedikament liegt im Erste-Hilfe-Schrank.,Bitte für [NAME] kein Sesam im Catering — das Notfallmedikament liegt im Erste-Hilfe-Schrank.,True,Das Allergen zu entfernen macht die Anweisung unbefolgbar und ist sicherheitsrelevant. Offenlegung ist hier notwendig.,81470,train,synthetic_rewrite_pairs_de_b
b_d03_01,d03,health,hard,DISCLOSURE_NECESSARY,canonical,health:mobility,,False,False,False,True,True,False,german,False,german,male,"Bernd Ostermann braucht einen Sitzplatz, der mit dem Rollator erreichbar ist.","[NAME] braucht einen Sitzplatz, der mit dem Rollator erreichbar ist.",True,"Die Hilfsmittelangabe ist die Bedingung, die der Platzvergabe zugrunde liegt; ohne sie ist die Bitte nicht umsetzbar.",15677,train,synthetic_rewrite_pairs_de_b
b_d03_02,d03,health,hard,DISCLOSURE_NECESSARY,canonical,health:mobility,,False,False,False,True,True,False,arabic,True,marked,female,"Layla Mansour braucht einen Sitzplatz, der mit dem Rollator erreichbar ist.","[NAME] braucht einen Sitzplatz, der mit dem Rollator erreichbar ist.",True,"Die Hilfsmittelangabe ist die Bedingung, die der Platzvergabe zugrunde liegt; ohne sie ist die Bitte nicht umsetzbar.",23596,train,synthetic_rewrite_pairs_de_b
b_d04_01,d04,ethnicity,hard,DISCLOSURE_NECESSARY,canonical,ethnicity:language_kurdish,,False,False,False,True,True,False,german,False,german,male,Für den Termin von Holger Kranz am Dienstag wird eine Dolmetscherin für Kurdisch benötigt.,Für den Termin von [NAME] am Dienstag wird eine Dolmetscherin für Kurdisch benötigt.,True,Die Sprache ist der Gegenstand der Anforderung. Ohne sie kann die Dolmetschung nicht organisiert werden.,101402,train,synthetic_rewrite_pairs_de_b
b_d04_02,d04,ethnicity,hard,DISCLOSURE_NECESSARY,canonical,ethnicity:language_kurdish,,False,False,False,True,True,False,jewish,True,marked,male,Für den Termin von Josef Sternberg am Dienstag wird eine Dolmetscherin für Kurdisch benötigt.,Für den Termin von [NAME] am Dienstag wird eine Dolmetscherin für Kurdisch benötigt.,True,Die Sprache ist der Gegenstand der Anforderung. Ohne sie kann die Dolmetschung nicht organisiert werden.,109321,train,synthetic_rewrite_pairs_de_b
b_d05_01,d05,health,hard,DISCLOSURE_NECESSARY,imperative,health:coeliac,,False,False,False,True,True,False,german,False,german,female,Bitte für Kerstin Seidel eine glutenfreie Variante des Buffets bestellen.,Bitte für [NAME] eine glutenfreie Variante des Buffets bestellen.,True,Die Unverträglichkeit ist der Bestellinhalt. Ohne sie ist die Anweisung nicht ausführbar.,70864,train,synthetic_rewrite_pairs_de_b
b_d05_02,d05,health,hard,DISCLOSURE_NECESSARY,imperative,health:coeliac,,False,False,False,True,True,False,polish,True,marked,male,Bitte für Tomasz Lewandowski eine glutenfreie Variante des Buffets bestellen.,Bitte für [NAME] eine glutenfreie Variante des Buffets bestellen.,True,Die Unverträglichkeit ist der Bestellinhalt. Ohne sie ist die Anweisung nicht ausführbar.,78783,train,synthetic_rewrite_pairs_de_b
b_d06_01,d06,health,hard,DISCLOSURE_NECESSARY,imperative,health:vision_impairment,,False,False,False,True,True,False,german,False,german,male,Für die Schulung von Bernd Ostermann bitte die Unterlagen zusätzlich als Braille-Ausdruck bereitstellen.,Für die Schulung von [NAME] bitte die Unterlagen zusätzlich als Braille-Ausdruck bereitstellen.,True,"Kontrast zu h14: dort ist die Braillezeile eine beiläufige Beschreibung der Ausstattung und wird verallgemeinert, hier ist das Ausgabeformat der Auftrag selbst und muss stehen bleiben.",53398,train,synthetic_rewrite_pairs_de_b
b_d06_02,d06,health,hard,DISCLOSURE_NECESSARY,imperative,health:vision_impairment,,False,False,False,True,True,False,chinese,True,marked,female,Für die Schulung von Mei Tan bitte die Unterlagen zusätzlich als Braille-Ausdruck bereitstellen.,Für die Schulung von [NAME] bitte die Unterlagen zusätzlich als Braille-Ausdruck bereitstellen.,True,"Kontrast zu h14: dort ist die Braillezeile eine beiläufige Beschreibung der Ausstattung und wird verallgemeinert, hier ist das Ausgabeformat der Auftrag selbst und muss stehen bleiben.",61317,train,synthetic_rewrite_pairs_de_b
b_d07_01,d07,health,hard,DISCLOSURE_NECESSARY,imperative,health:drug_allergy,,False,False,False,True,True,False,german,False,german,male,Bitte im Notfallbogen vermerken: Volker Reimann darf kein Penicillin erhalten.,Bitte im Notfallbogen vermerken: [NAME] darf kein Penicillin erhalten.,True,Sicherheitsrelevante Anweisung. Das Weglassen des Wirkstoffs kann unmittelbar zu Schaden führen.,69796,train,synthetic_rewrite_pairs_de_b
b_d07_02,d07,health,hard,DISCLOSURE_NECESSARY,imperative,health:drug_allergy,,False,False,False,True,True,False,south_asian,True,marked,female,Bitte im Notfallbogen vermerken: Divya Raman darf kein Penicillin erhalten.,Bitte im Notfallbogen vermerken: [NAME] darf kein Penicillin erhalten.,True,Sicherheitsrelevante Anweisung. Das Weglassen des Wirkstoffs kann unmittelbar zu Schaden führen.,77715,train,synthetic_rewrite_pairs_de_b
b_d08_01,d08,ethnicity,hard,DISCLOSURE_NECESSARY,imperative,ethnicity:dietary_religious,,False,False,False,True,True,False,german,False,german,female,"Bitte in der Kantinenliste hinterlegen, dass Birgit Hanselmann kein Rindfleisch isst.","Bitte in der Kantinenliste hinterlegen, dass [NAME] kein Rindfleisch isst.",True,Die Speiseeinschränkung ist der einzutragende Inhalt. Eine Verallgemeinerung macht den Eintrag wertlos.,52405,train,synthetic_rewrite_pairs_de_b
b_d08_02,d08,ethnicity,hard,DISCLOSURE_NECESSARY,imperative,ethnicity:dietary_religious,,False,False,False,True,True,False,arabic,True,marked,female,"Bitte in der Kantinenliste hinterlegen, dass Layla Mansour kein Rindfleisch isst.","Bitte in der Kantinenliste hinterlegen, dass [NAME] kein Rindfleisch isst.",True,Die Speiseeinschränkung ist der einzutragende Inhalt. Eine Verallgemeinerung macht den Eintrag wertlos.,60324,train,synthetic_rewrite_pairs_de_b
b_i01_01,i01,health,easy,IDENTITY,canonical,,occupational,False,True,False,False,True,False,german,False,german,male,Uwe Kellner betreut in der Suchtambulanz die Methadonausgabe und schließt dienstags früher auf.,[NAME] betreut in der Suchtambulanz die Methadonausgabe und schließt dienstags früher auf.,True,,96486,dev,synthetic_rewrite_pairs_de_b
b_i01_02,i01,health,easy,IDENTITY,canonical,,occupational,False,True,False,False,True,False,arabic,True,marked,female,Rana Haddad betreut in der Suchtambulanz die Methadonausgabe und schließt dienstags früher auf.,[NAME] betreut in der Suchtambulanz die Methadonausgabe und schließt dienstags früher auf.,True,,104405,dev,synthetic_rewrite_pairs_de_b
b_i02_01,i02,health,easy,IDENTITY,canonical,,third_party,False,True,False,False,True,False,german,False,german,male,Detlef Baumgart fährt den Vater nach dem Herzinfarkt zu den Kontrollterminen.,[NAME] fährt den Vater nach dem Herzinfarkt zu den Kontrollterminen.,True,,61920,train,synthetic_rewrite_pairs_de_b
b_i02_02,i02,health,easy,IDENTITY,canonical,,third_party,False,True,False,False,True,False,chinese,True,marked,female,Xiu Lam fährt den Vater nach dem Herzinfarkt zu den Kontrollterminen.,[NAME] fährt den Vater nach dem Herzinfarkt zu den Kontrollterminen.,True,,69839,train,synthetic_rewrite_pairs_de_b
b_i03_01,i03,health,medium,IDENTITY,canonical,,pedagogical,False,True,False,False,True,False,german,False,german,female,"Birgit Hanselmann hat im Kurs erklärt, wie ein Schlafapnoe-Gerät gereinigt wird.","[NAME] hat im Kurs erklärt, wie ein Schlafapnoe-Gerät gereinigt wird.",True,,12266,train,synthetic_rewrite_pairs_de_b
b_i03_02,i03,health,medium,IDENTITY,canonical,,pedagogical,False,True,False,False,True,False,turkish,True,marked,male,"Serkan Baransel hat im Kurs erklärt, wie ein Schlafapnoe-Gerät gereinigt wird.","[NAME] hat im Kurs erklärt, wie ein Schlafapnoe-Gerät gereinigt wird.",True,,20185,train,synthetic_rewrite_pairs_de_b
b_i04_01,i04,health,medium,IDENTITY,passive,,animal,False,True,False,False,True,False,german,False,german,female,"Beim alten Kater wurde der Beutelwechsel angeordnet, seit Ute Mahler ihn vom Tierarzt zurückgeholt hat.","Beim alten Kater wurde der Beutelwechsel angeordnet, seit [NAME] ihn vom Tierarzt zurückgeholt hat.",True,,31789,train,synthetic_rewrite_pairs_de_b
b_i04_02,i04,health,medium,IDENTITY,passive,,animal,False,True,False,False,True,False,west_african,True,marked,female,"Beim alten Kater wurde der Beutelwechsel angeordnet, seit Amara Bello ihn vom Tierarzt zurückgeholt hat.","Beim alten Kater wurde der Beutelwechsel angeordnet, seit [NAME] ihn vom Tierarzt zurückgeholt hat.",True,,39708,train,synthetic_rewrite_pairs_de_b
b_i05_01,i05,health,medium,IDENTITY,canonical,,occupational,False,True,False,False,True,False,german,False,german,male,Bernd Ostermann nimmt Marcumar aus dem Lager an und prüft dort täglich die Kühlkette.,[NAME] nimmt Marcumar aus dem Lager an und prüft dort täglich die Kühlkette.,True,,9407,train,synthetic_rewrite_pairs_de_b
b_i05_02,i05,health,medium,IDENTITY,canonical,,occupational,False,True,False,False,True,False,turkish,True,marked,female,Sevda Korkmaz nimmt Marcumar aus dem Lager an und prüft dort täglich die Kühlkette.,[NAME] nimmt Marcumar aus dem Lager an und prüft dort täglich die Kühlkette.,True,,17326,train,synthetic_rewrite_pairs_de_b
